customer_id,region,acquisition_channel,plan_tier,tenure_months,num_orders_12m,days_since_last_order,avg_order_value,email_engagement_rate,app_logins_30d,support_tickets_12m,discount_rate,satisfaction_score,annual_margin,churned
KL100286,DE,Paid Search,Basic,16,5,235,23.65,0.51,3,1,0.243,3.4,44.94,0
KL100287,DE,Referral,Plus,17,4,173,26.72,0.335,0,2,0.612,3.1,40.61,0
KL100288,DE,Paid Search,Basic,7,3,133,32.84,0.354,1,1,0.18,4.3,37.44,0
KL100289,DE,Organic,Plus,19,3,180,37.31,0.123,0,0,0.62,5.0,42.53,0
KL100290,CH,Social,Basic,6,1,243,19.3,0.722,2,0,0.054,4.8,7.33,0
KL100291,DE,Referral,Basic,6,1,231,17.76,0.165,0,0,0.242,4.0,6.75,1
KL100292,Other,Paid Search,Basic,22,2,201,35.16,0.299,1,0,0.699,4.2,26.72,1
KL100293,DE,Organic,Plus,3,10,127,43.37,0.806,2,1,0.272,3.2,164.81,0
KL100294,CH,Social,Basic,5,4,200,32.1,0.49,0,0,0.56,5.0,48.79,1
KL100295,CH,Paid Search,Basic,16,3,216,26.26,0.797,4,1,0.533,3.2,29.94,1
KL100296,Other,Social,Basic,4,1,220,28.32,,0,0,0.179,4.5,10.76,1
KL100297,CH,Organic,Premium,18,2,192,64.65,0.499,5,0,0.156,4.2,49.13,0
KL100298,CH,Organic,Basic,13,3,195,18.7,0.643,3,1,0.031,,21.32,0
KL100299,AT,Paid Search,Basic,45,5,161,34.52,0.467,3,0,0.256,5.0,65.59,0
KL100300,CH,Social,Basic,52,4,224,21.13,0.349,0,0,0.317,3.7,32.12,1
KL100301,DE,Paid Search,Plus,17,4,183,37.67,0.253,1,0,0.12,4.2,57.26,0
KL100302,DE,Organic,Basic,19,2,171,30.95,0.34,0,0,0.299,4.5,23.52,0
KL100303,DE,Paid Search,Basic,72,3,275,36.28,0.467,1,0,0.54,4.6,41.36,0
KL100304,CH,Social,Premium,5,5,155,60.04,0.139,2,1,0.183,3.7,114.08,0
KL100305,DE,Organic,Plus,4,2,173,48.09,0.171,1,0,0.115,5.0,36.55,0
KL100306,DE,Social,Plus,20,3,154,44.63,0.6,0,2,0.827,3.5,50.88,1
KL100307,AT,Social,Basic,5,4,164,26.23,0.586,2,0,0.326,4.7,39.87,0
KL100308,DE,Paid Search,Premium,7,5,206,64.32,0.507,3,0,0.356,4.5,122.21,0
KL100309,DE,Referral,Premium,40,6,117,64.24,0.136,1,0,0.198,3.3,146.47,0
KL100310,DE,Referral,Plus,31,4,194,43.83,0.816,3,0,0.54,5.0,66.62,0
KL100311,DE,Organic,Plus,13,2,184,51.21,0.145,1,1,0.251,,38.92,1
KL100312,DE,Organic,Premium,13,7,136,67.34,0.63,4,0,0.569,5.0,179.12,0
KL100313,DE,Organic,Premium,29,10,79,62.82,0.348,2,1,0.409,4.4,238.72,0
KL100314,DE,Organic,Basic,9,2,202,24.39,0.667,3,0,0.434,,18.54,0
KL100315,DE,Paid Search,Premium,10,6,112,66.13,0.811,0,1,0.656,3.7,150.78,0
KL100316,DE,Referral,Plus,11,4,178,38.2,0.436,1,1,0.408,3.6,58.06,0
KL100317,AT,Social,Plus,38,9,160,27.77,0.793,2,1,0.297,3.7,94.97,0
KL100318,DE,Organic,Basic,6,1,133,37.17,0.637,2,0,0.488,4.0,14.12,1
KL100319,Other,Paid Search,Basic,36,5,204,26.98,0.251,1,3,0.461,3.7,51.26,0
KL100320,CH,Organic,Plus,29,3,127,40.56,0.402,0,1,0.413,4.4,46.24,0
KL100321,DE,Paid Search,Plus,12,5,244,52.8,0.53,2,1,0.17,4.0,100.32,0
KL100322,DE,Organic,Basic,14,4,181,23.9,0.676,2,2,0.183,3.5,36.33,0
KL100323,DE,Referral,Plus,56,8,126,45.41,0.773,1,2,0.188,3.5,138.05,0
KL100324,CH,Social,Basic,3,4,195,27.96,0.421,0,0,0.171,4.2,42.5,0
KL100325,AT,Organic,Basic,11,2,172,30.76,0.353,2,0,0.345,4.5,23.38,0
KL100326,CH,Social,Plus,25,6,87,37.22,0.578,4,1,0.185,3.8,84.86,0
KL100327,DE,Paid Search,Plus,25,7,204,49.23,0.281,2,0,0.416,4.9,130.95,0
KL100328,AT,Social,Basic,10,2,192,42.21,0.473,2,0,0.404,,32.08,0
KL100329,DE,Paid Search,Basic,1,2,207,20.5,0.403,1,2,0.309,4.0,15.58,0
KL100330,AT,Organic,Basic,50,3,190,34.07,0.551,3,0,0.257,5.0,38.84,0
KL100331,DE,Paid Search,Plus,40,5,151,42.96,0.82,3,0,0.181,4.8,81.62,0
KL100332,AT,Organic,Premium,9,5,141,67.94,0.395,1,1,0.058,4.0,129.09,0
KL100333,CH,Paid Search,Plus,6,5,206,45.71,0.876,4,0,0.325,5.0,86.85,0
KL100334,DE,Organic,Plus,7,2,222,31.98,0.173,0,1,0.472,4.6,24.3,1
KL100335,DE,Social,Basic,13,3,194,21.67,0.222,1,1,0.312,4.3,24.7,0
KL100336,DE,Social,Basic,6,1,248,26.05,0.277,3,0,0.345,4.9,9.9,1
KL100337,AT,Organic,Premium,12,5,177,74.79,0.098,0,0,0.276,4.6,142.1,0
KL100338,DE,Paid Search,Plus,4,2,243,39.57,0.335,1,1,0.326,3.5,30.07,1
KL100339,Other,Social,Basic,2,4,240,31.75,0.453,2,0,0.315,4.9,48.26,1
KL100340,DE,Organic,Plus,7,4,226,42.45,0.354,1,2,0.455,3.0,64.52,0
KL100341,Other,Paid Search,Plus,3,3,210,42.54,0.687,2,0,0.429,4.3,48.5,0
KL100342,CH,Social,Basic,8,1,177,29.22,0.279,2,0,0.489,4.6,11.1,0
KL100343,DE,Paid Search,Basic,37,6,188,21.48,0.576,5,1,0.734,3.3,48.97,0
KL100344,CH,Social,Plus,10,5,163,40.77,0.354,1,0,0.186,4.2,77.46,0
KL100345,CH,Paid Search,Basic,30,3,221,24.73,,4,1,0.307,3.8,28.19,0
KL100346,Other,Paid Search,Basic,4,1,269,27.54,0.71,4,1,0.334,4.3,10.47,0
KL100347,DE,Organic,Plus,39,9,145,36.57,0.331,0,0,0.097,4.3,125.07,0
KL100348,DE,Organic,Premium,42,4,149,79.53,0.457,0,0,0.359,3.8,120.89,0
KL100349,DE,Organic,Basic,10,1,237,14.35,0.765,3,2,0.316,4.8,5.45,0
KL100350,DE,Referral,Basic,1,2,204,14.6,0.458,0,1,0.191,5.0,11.1,1
KL100351,DE,Referral,Basic,22,1,266,31.42,0.582,1,0,0.52,,11.94,1
KL100352,DE,Social,Basic,7,1,214,34.59,0.491,3,2,0.532,3.7,13.14,0
KL100353,DE,Organic,Premium,7,3,194,77.85,0.386,6,0,0.129,4.6,88.75,0
KL100354,DE,Paid Search,Plus,57,4,191,39.91,0.173,1,1,0.277,4.6,60.66,0
KL100355,DE,Social,Basic,2,0,231,28.03,0.166,2,0,0.384,4.3,10.65,1
KL100356,CH,Social,Plus,17,4,119,46.01,0.777,5,1,0.272,4.4,69.94,0
KL100357,CH,Organic,Basic,17,5,152,39.21,0.358,1,0,0.193,4.0,74.5,0
KL100358,DE,Referral,Plus,7,0,259,31.52,0.451,2,0,0.332,4.8,11.98,1
KL100359,DE,Organic,Premium,8,7,141,66.55,0.812,3,0,0.13,4.7,177.02,0
KL100360,Other,Organic,Basic,2,1,211,33.12,0.651,4,2,0.254,3.8,12.59,0
KL100361,DE,Referral,Basic,6,3,188,25.33,0.436,2,0,0.259,4.5,28.88,0
KL100362,DE,Paid Search,Premium,4,6,148,68.47,0.441,0,3,0.236,3.9,156.11,0
KL100363,DE,Paid Search,Basic,4,6,166,23.1,0.451,1,1,0.4,4.2,52.67,1
KL100364,AT,Paid Search,Basic,4,3,160,37.77,0.303,3,2,0.114,4.0,43.06,1
KL100365,DE,Referral,Basic,4,4,136,13.89,0.44,0,0,0.496,4.3,21.11,0
KL100366,CH,Organic,Basic,5,0,227,25.92,0.588,6,0,0.261,4.1,9.85,0
KL100367,AT,Social,Plus,8,3,252,46.55,0.127,1,0,0.404,4.8,53.07,1
KL100368,DE,Organic,Basic,7,2,230,25.69,0.623,1,1,0.139,3.7,19.52,0
KL100369,CH,Organic,Basic,26,5,207,34.83,0.572,2,2,0.263,4.8,66.18,0
KL100370,CH,Paid Search,Basic,9,5,217,28.56,0.469,3,1,0.299,4.7,54.26,1
KL100371,DE,Paid Search,Plus,10,8,163,44.41,0.388,3,0,0.073,4.2,135.01,0
KL100372,DE,Organic,Premium,33,5,181,69.52,0.541,1,2,0.309,,132.09,0
KL100373,DE,Paid Search,Plus,4,4,158,41.58,0.621,3,0,0.106,4.2,63.2,0
KL100374,DE,Paid Search,Plus,7,3,224,28.76,0.315,0,1,0.341,4.2,32.79,1
KL100375,DE,Paid Search,Plus,2,5,190,56.02,0.785,1,2,0.096,4.2,106.44,0
KL100376,Other,Social,Basic,3,4,164,38.94,0.284,0,2,0.096,4.2,59.19,1
KL100377,DE,Social,Basic,4,3,185,33.79,0.755,2,0,0.393,5.0,38.52,0
KL100378,DE,Paid Search,Basic,57,3,157,25.1,0.522,0,0,0.145,4.4,28.61,0
KL100379,AT,Paid Search,Basic,18,4,206,31.58,0.767,5,0,0.193,,48.0,0
KL100380,DE,Paid Search,Premium,6,9,202,51.19,0.301,2,0,0.317,4.4,175.07,0
KL100381,Other,Paid Search,Basic,9,2,164,15.5,0.428,2,2,0.494,3.6,11.78,0
KL100382,CH,Organic,Premium,1,3,233,84.28,0.164,0,1,0.226,3.7,96.08,0
KL100383,DE,Organic,Basic,44,3,238,18.08,0.086,0,1,0.165,4.5,20.61,1
KL100384,DE,Organic,Basic,40,7,123,25.57,0.193,1,0,0.21,4.2,68.02,0
KL100385,Other,Paid Search,Basic,25,5,108,29.15,0.338,2,2,0.268,3.7,55.38,0
KL100386,AT,Referral,Basic,1,5,182,30.76,0.646,2,0,0.299,4.1,58.44,1
KL100387,Other,Paid Search,Basic,8,4,182,27.99,0.41,2,0,0.198,3.6,42.54,0
KL100388,DE,Paid Search,Plus,22,8,148,39.04,0.276,1,1,0.198,4.4,118.68,0
KL100389,CH,Paid Search,Basic,19,0,259,27.19,0.804,6,2,0.106,,10.33,0
KL100390,AT,Social,Plus,2,1,200,51.09,0.551,0,1,0.478,4.2,19.41,1
KL100391,DE,Paid Search,Premium,5,5,265,70.11,0.432,2,0,0.351,3.6,133.21,1
KL100392,DE,Paid Search,Basic,2,3,142,33.46,0.689,7,0,0.376,5.0,38.14,0
KL100393,AT,Social,Premium,72,9,118,49.49,0.36,1,0,0.458,5.0,169.26,0
KL100394,DE,Organic,Basic,31,1,181,32.21,0.555,2,1,0.378,3.3,12.24,0
KL100395,DE,Paid Search,Basic,49,4,181,29.02,0.833,3,1,0.094,3.9,44.11,0
KL100396,CH,Paid Search,Basic,3,5,230,22.92,0.585,3,1,0.252,3.4,43.55,1
KL100397,DE,Social,Plus,39,10,101,56.73,0.431,2,0,0.609,3.9,215.57,0
KL100398,DE,Referral,Plus,18,3,164,30.25,0.22,1,0,0.094,4.7,34.48,0
KL100399,DE,Social,Plus,58,6,150,41.73,0.69,7,1,0.486,3.3,95.14,0
KL100400,DE,Paid Search,Premium,8,7,161,74.46,0.722,7,0,0.442,4.8,198.06,0
KL100401,CH,Organic,Basic,35,7,170,29.25,0.69,5,1,0.497,3.9,77.81,0
KL100402,CH,Paid Search,Plus,26,7,150,26.31,0.316,1,0,0.461,4.5,69.98,0
KL100403,DE,Social,Plus,39,5,135,53.53,0.246,3,0,0.249,4.1,101.71,0
KL100404,Other,Referral,Basic,22,1,209,14.38,0.407,2,1,0.358,3.3,5.46,0
KL100405,CH,Social,Basic,19,2,254,18.43,0.125,1,0,0.679,4.9,14.01,1
KL100406,DE,Organic,Basic,18,2,236,35.73,0.38,2,1,0.507,,27.15,1
KL100407,CH,Social,Basic,12,4,172,20.29,0.234,2,0,0.47,4.5,30.84,0
KL100408,DE,Referral,Plus,27,7,167,39.95,0.467,0,1,0.118,3.5,106.27,0
KL100409,Other,Social,Basic,7,1,229,20.2,0.374,1,0,0.118,4.8,7.68,0
KL100410,AT,Social,Basic,27,7,195,28.58,0.216,1,0,0.136,4.3,76.02,0
KL100411,AT,Paid Search,Plus,8,7,218,51.58,0.313,2,1,0.292,4.2,137.2,1
KL100412,DE,Paid Search,Plus,54,6,181,29.37,0.362,0,1,0.302,4.5,66.96,0
KL100413,CH,Organic,Premium,40,11,91,66.94,0.53,0,1,0.737,4.7,279.81,0
KL100414,DE,Organic,Plus,5,5,126,28.23,0.382,1,0,0.522,5.0,53.64,0
KL100415,DE,Social,Plus,16,7,185,58.8,0.344,0,1,0.149,4.0,156.41,0
KL100416,DE,Referral,Basic,4,1,161,20.63,0.295,2,0,0.424,4.2,7.84,0
KL100417,CH,Social,Plus,16,2,233,46.5,0.687,0,1,0.265,4.7,35.34,0
KL100418,DE,Organic,Basic,3,1,191,30.34,0.318,2,2,0.17,3.7,11.53,1
KL100419,CH,Organic,Basic,3,2,161,29.08,0.298,2,0,0.666,3.3,22.1,1
KL100420,AT,Organic,Premium,47,10,158,61.49,0.332,2,0,0.124,4.1,233.66,0
KL100421,DE,Social,Plus,7,3,160,31.05,0.446,2,0,0.268,4.2,35.4,0
KL100422,DE,Social,Plus,8,8,173,53.79,0.379,0,0,0.65,5.0,163.52,0
KL100423,DE,Referral,Basic,27,2,210,20.45,0.615,4,1,0.112,4.8,15.54,0
KL100424,DE,Paid Search,Plus,3,3,129,41.05,0.179,2,1,0.056,3.2,46.8,0
KL100425,CH,Paid Search,Basic,15,4,238,25.23,0.789,3,2,0.26,3.8,38.35,1
KL100426,DE,Social,Basic,14,0,265,35.86,0.405,2,3,0.368,3.3,13.63,1
KL100427,CH,Organic,Basic,2,0,253,46.19,0.304,1,1,0.182,3.8,17.55,1
KL100428,DE,Referral,Basic,26,3,230,22.55,0.382,2,1,0.183,4.0,25.71,1
KL100429,CH,Paid Search,Basic,31,5,154,29.11,0.664,1,0,0.173,4.7,55.31,0
KL100430,Other,Organic,Plus,12,6,213,50.6,0.623,2,4,0.214,2.9,115.37,1
KL100431,CH,Organic,Basic,24,3,223,38.65,0.419,3,0,0.353,4.3,44.06,0
KL100432,AT,Referral,Plus,41,10,67,40.76,0.235,1,0,0.189,4.0,154.89,0
KL100433,CH,Social,Premium,26,7,130,64.06,0.246,1,0,0.531,5.0,170.4,0
KL100434,DE,Social,Basic,23,1,185,38.27,0.353,2,1,0.365,4.2,14.54,0
KL100435,DE,Social,Plus,6,9,200,27.23,0.519,3,1,0.319,4.1,93.13,0
KL100436,DE,Paid Search,Basic,14,2,170,35.29,0.722,2,0,0.236,4.4,26.82,0
KL100437,DE,Social,Premium,12,3,175,58.61,0.415,0,1,0.081,4.1,66.82,0
KL100438,AT,Referral,Basic,5,5,135,29.19,,0,1,0.515,4.0,55.46,0
KL100439,AT,Organic,Basic,14,4,171,28.5,0.257,0,0,0.727,4.2,43.32,0
KL100440,CH,Social,Basic,11,2,240,23.14,0.156,0,0,0.706,4.9,17.59,1
KL100441,DE,Organic,Premium,13,4,138,67.49,,3,1,0.308,3.7,102.58,0
KL100442,AT,Organic,Basic,5,2,221,25.14,0.236,0,0,0.4,5.0,19.11,1
KL100443,DE,Paid Search,Plus,39,7,133,50.09,0.382,4,0,0.336,3.7,133.24,0
KL100444,DE,Social,Basic,43,5,246,21.87,0.356,2,2,0.361,3.0,41.55,1
KL100445,AT,Organic,Plus,33,4,192,33.63,0.528,0,1,0.615,4.0,51.12,1
KL100446,Other,Paid Search,Basic,3,1,209,28.89,0.12,0,1,0.132,4.0,10.98,1
KL100447,DE,Social,Basic,21,2,184,27.42,0.568,4,1,0.398,4.4,20.84,0
KL100448,DE,Organic,Basic,5,1,220,40.09,0.384,5,0,0.522,4.6,15.23,1
KL100449,DE,Social,Basic,4,2,153,27.79,0.468,0,0,0.326,3.9,21.12,0
KL100450,DE,Referral,Plus,31,5,183,41.99,0.516,4,1,0.289,4.2,79.78,0
KL100451,CH,Organic,Plus,3,3,175,32.33,0.13,0,2,0.023,4.4,36.86,0
KL100452,AT,Organic,Basic,6,0,198,29.54,0.645,2,0,0.039,4.1,11.23,0
KL100453,DE,Referral,Basic,2,3,268,18.86,0.263,0,0,0.416,3.2,21.5,0
KL100454,DE,Organic,Basic,40,5,229,26.5,0.408,1,1,0.5,2.8,50.35,1
KL100455,DE,Organic,Plus,9,6,223,34.66,0.571,2,0,0.622,4.3,79.02,0
KL100456,Other,Referral,Plus,47,5,210,46.11,0.071,0,0,0.26,5.0,87.61,0
KL100457,DE,Referral,Premium,17,9,162,64.13,0.45,2,1,0.544,3.5,219.32,0
KL100458,CH,Social,Premium,18,5,231,74.2,0.396,2,0,0.595,4.0,140.98,0
KL100459,AT,Paid Search,Basic,23,6,183,19.97,0.766,3,1,0.435,5.0,45.53,0
KL100460,DE,Referral,Basic,9,2,226,28.3,0.431,2,0,0.026,4.0,21.51,0
KL100461,DE,Social,Premium,54,9,197,65.99,0.343,2,3,0.275,3.0,225.69,0
KL100462,Other,Social,Basic,15,3,225,26.77,0.511,2,0,0.425,3.5,30.52,0
KL100463,DE,Social,Basic,17,3,212,36.61,0.203,2,1,0.307,3.7,41.74,0
KL100464,DE,Social,Basic,3,1,240,27.35,0.4,2,2,0.045,3.9,10.39,1
KL100465,AT,Paid Search,Plus,72,10,144,33.56,0.266,3,0,0.164,4.4,127.53,0
KL100466,AT,Paid Search,Plus,9,3,214,45.11,0.336,3,1,0.669,4.0,51.43,0
KL100467,Other,Paid Search,Premium,5,2,225,79.22,0.316,1,0,0.267,3.8,60.21,0
KL100468,DE,Paid Search,Basic,14,7,121,22.44,0.242,0,0,0.461,5.0,59.69,0
KL100469,DE,Paid Search,Basic,25,5,154,27.34,0.645,1,0,0.58,3.2,51.95,0
KL100470,DE,Paid Search,Basic,4,3,221,29.53,0.653,6,0,0.029,4.0,33.66,0
KL100471,DE,Social,Plus,37,2,209,49.42,0.366,2,0,0.485,5.0,37.56,0
KL100472,DE,Paid Search,Basic,16,0,219,33.9,0.08,0,0,0.29,5.0,12.88,1
KL100473,DE,Organic,Premium,48,10,150,65.89,0.266,2,1,0.193,4.2,250.38,0
KL100474,DE,Organic,Plus,3,7,95,38.55,0.203,1,0,0.391,4.7,102.54,0
KL100475,DE,Organic,Plus,25,7,158,38.15,0.144,0,0,0.563,3.8,101.48,0
KL100476,DE,Social,Plus,8,2,198,45.75,0.189,0,1,0.66,3.4,34.77,1
KL100477,DE,Paid Search,Basic,52,4,194,22.22,0.616,3,1,0.672,3.2,33.77,0
KL100478,AT,Organic,Plus,14,8,186,30.88,0.349,0,0,0.219,4.6,93.88,1
KL100479,DE,Social,Basic,15,6,159,26.12,0.433,1,0,0.557,5.0,59.55,0
KL100480,DE,Organic,Plus,16,8,203,37.8,0.549,3,0,0.317,4.4,114.91,0
KL100481,DE,Organic,Plus,24,8,122,38.89,0.309,0,0,0.295,4.3,118.23,0
KL100482,DE,Social,Plus,22,3,220,46.22,0.572,1,0,0.65,4.4,52.69,0
KL100483,DE,Paid Search,Basic,17,7,146,28.7,0.44,3,0,0.391,4.8,76.34,0
KL100484,DE,Social,Premium,7,3,237,63.09,0.722,3,0,0.147,5.0,71.92,0
KL100485,DE,Social,Premium,25,4,196,55.46,0.069,0,0,0.353,3.4,84.3,1
KL100486,DE,Referral,Plus,6,4,146,38.74,0.131,0,0,0.319,4.8,58.88,1
KL100487,DE,Organic,Premium,38,5,184,52.02,0.415,2,3,0.448,3.5,98.84,1
KL100488,DE,Social,Plus,17,2,218,35.77,0.109,0,2,0.36,3.9,27.19,1
KL100489,DE,Social,Basic,4,2,212,21.53,0.518,2,2,0.344,3.0,16.36,0
KL100490,AT,Organic,Basic,36,2,216,28.06,0.462,3,1,0.058,4.4,21.33,0
KL100491,AT,Referral,Basic,33,4,180,28.43,0.333,0,0,0.3,5.0,43.21,0
KL100492,AT,Paid Search,Plus,5,6,152,39.96,0.428,0,2,0.768,3.6,91.11,0
KL100493,DE,Referral,Plus,11,5,122,32.86,0.214,0,0,0.434,4.4,62.43,0
KL100494,CH,Paid Search,Basic,20,2,224,14.2,0.052,1,1,0.591,3.8,10.79,1
KL100495,DE,Paid Search,Basic,43,2,222,38.77,0.808,6,0,0.296,4.7,29.47,0
KL100496,DE,Organic,Plus,31,2,271,35.22,0.647,4,0,0.149,4.0,26.77,0
KL100497,AT,Referral,Plus,72,10,139,39.68,0.116,0,0,0.464,4.5,150.78,0
KL100498,DE,Paid Search,Premium,9,9,158,61.13,0.206,0,1,0.066,4.4,209.06,0
KL100499,DE,Organic,Basic,44,6,177,34.89,0.842,3,1,0.318,3.4,79.55,0
KL100500,AT,Organic,Plus,5,3,226,44.33,0.302,1,1,0.088,4.1,50.54,1
KL100501,CH,Social,Basic,10,3,178,22.26,0.607,2,0,0.883,4.4,25.38,1
KL100502,Other,Organic,Basic,8,1,217,32.12,0.71,3,0,0.114,4.6,12.21,0
KL100503,DE,Paid Search,Plus,2,4,189,31.18,0.138,0,0,0.268,4.2,47.39,0
KL100504,DE,Social,Basic,12,2,230,27.19,0.418,0,2,0.392,4.0,20.66,1
KL100505,CH,Organic,Plus,29,4,266,17.97,0.883,6,0,0.306,3.9,27.31,0
KL100506,DE,Paid Search,Basic,17,2,216,30.51,0.348,1,0,0.244,4.9,23.19,0
KL100507,CH,Organic,Basic,23,2,153,24.6,0.207,5,1,0.511,4.0,18.7,0
KL100508,DE,Referral,Plus,31,6,131,40.19,0.507,2,0,0.516,4.8,91.63,0
KL100509,DE,Social,Basic,8,2,241,37.66,0.078,0,0,0.373,3.8,28.62,1
KL100510,DE,Organic,Basic,28,5,122,22.0,0.495,5,2,0.093,4.2,41.8,0
KL100511,CH,Paid Search,Basic,37,7,175,22.34,0.256,0,2,0.599,4.5,59.42,0
KL100512,DE,Paid Search,Basic,52,5,154,16.09,0.666,1,1,0.756,4.6,30.57,0
KL100513,DE,Referral,Plus,6,3,290,42.38,0.636,2,0,0.089,4.5,48.31,1
KL100514,DE,Paid Search,Basic,38,2,162,27.45,0.251,0,1,0.124,3.9,20.86,0
KL100515,DE,Paid Search,Plus,50,9,125,47.82,0.254,0,0,0.185,4.6,163.54,0
KL100516,DE,Referral,Plus,18,7,191,41.71,0.314,2,1,0.462,3.6,110.95,1
KL100517,AT,Organic,Plus,16,7,156,44.67,0.388,3,1,0.367,4.3,118.82,0
KL100518,DE,Paid Search,Basic,5,2,179,32.17,0.101,1,1,0.511,3.8,24.45,0
KL100519,CH,Organic,Plus,24,4,154,44.89,0.204,1,0,0.294,4.3,68.23,0
KL100520,CH,Paid Search,Premium,26,7,141,63.95,0.234,1,1,0.57,4.1,170.11,0
KL100521,DE,Paid Search,Basic,10,5,148,32.3,0.384,2,1,0.262,3.6,61.37,0
KL100522,DE,Referral,Plus,29,3,196,47.16,0.74,2,1,0.202,4.6,53.76,0
KL100523,DE,Paid Search,Basic,13,3,263,36.02,0.484,1,0,0.542,5.0,41.06,0
KL100524,DE,Organic,Basic,14,6,244,46.24,0.51,3,0,0.364,4.0,105.43,1
KL100525,DE,Social,Plus,17,6,244,34.01,0.844,4,0,0.618,4.6,77.54,0
KL100526,Other,Social,Basic,8,3,191,32.14,0.864,3,0,0.349,4.8,36.64,0
KL100527,Other,Social,Basic,35,5,205,27.87,0.246,0,3,0.675,3.7,52.95,1
KL100528,CH,Social,Basic,3,3,200,29.61,0.336,0,0,0.129,4.6,33.76,0
KL100529,DE,Organic,Basic,12,5,151,34.06,0.515,1,0,0.46,3.9,64.71,0
KL100530,AT,Social,Plus,10,1,149,43.78,0.251,3,0,0.432,4.2,16.64,1
KL100531,AT,Organic,Basic,45,2,142,19.48,0.713,2,1,0.279,3.8,14.8,0
KL100532,DE,Organic,Plus,40,6,177,37.83,0.477,3,1,0.537,4.5,86.25,0
KL100533,AT,Referral,Premium,2,7,116,69.58,0.674,3,2,0.388,2.9,185.08,0
KL100534,DE,Social,Basic,5,6,144,21.8,0.253,1,1,0.772,3.9,49.7,0
KL100535,DE,Organic,Basic,43,4,201,19.18,0.388,0,1,0.405,4.0,29.15,0
KL100536,DE,Organic,Basic,6,2,122,25.57,0.185,1,0,0.368,4.5,19.43,1
KL100537,DE,Referral,Premium,3,9,199,53.44,0.276,1,0,0.415,4.7,182.76,0
KL100538,DE,Organic,Basic,5,0,222,21.9,0.18,4,1,0.52,3.2,8.32,0
KL100539,CH,Organic,Basic,40,5,167,43.51,0.826,5,1,0.311,4.1,82.67,0
KL100540,Other,Organic,Premium,4,7,142,60.63,0.688,4,0,0.512,4.6,161.28,0
KL100541,DE,Organic,Basic,15,2,221,31.06,0.624,0,1,0.131,3.5,23.61,0
KL100542,CH,Organic,Basic,4,3,162,21.4,0.322,3,1,0.521,4.7,24.4,0
KL100543,Other,Referral,Premium,10,3,242,70.03,0.388,1,0,0.165,5.0,79.83,1
KL100544,DE,Paid Search,Premium,41,7,194,62.9,0.279,3,1,0.292,4.0,167.31,0
KL100545,DE,Paid Search,Basic,43,6,147,34.32,0.511,0,0,0.774,4.2,78.25,0
KL100546,DE,Social,Basic,4,2,197,25.42,0.157,1,1,0.033,3.0,19.32,0
KL100547,DE,Paid Search,Basic,4,4,230,24.26,0.478,1,1,0.185,4.0,36.88,0
KL100548,AT,Social,Basic,10,2,218,26.78,0.399,2,0,0.592,,20.35,1
KL100549,DE,Social,Basic,11,3,188,28.04,0.389,1,0,0.539,4.3,31.97,0
KL100550,DE,Paid Search,Basic,20,0,194,29.83,0.584,5,1,0.106,3.9,11.34,0
KL100551,DE,Social,Plus,15,5,176,36.44,0.164,0,0,0.466,4.3,69.24,1
KL100552,DE,Social,Plus,1,5,166,34.81,0.369,0,0,0.156,4.7,66.14,1
KL100553,CH,Social,Premium,65,5,191,53.69,0.373,3,3,0.503,3.3,102.01,0
KL100554,DE,Social,Plus,8,6,161,37.3,0.311,2,2,0.566,3.5,85.04,0
KL100555,DE,Organic,Basic,5,2,170,14.46,0.499,5,0,0.178,3.9,10.99,0
KL100556,DE,Social,Basic,4,3,234,17.76,0.746,4,1,0.38,3.5,20.25,0
KL100557,DE,Social,Plus,14,5,199,40.06,0.379,1,1,0.362,4.7,76.11,0
KL100558,DE,Organic,Basic,9,3,161,32.67,0.175,0,2,0.314,4.2,37.24,1
KL100559,DE,Social,Basic,6,2,183,25.29,0.213,0,1,0.528,3.5,19.22,1
KL100560,DE,Organic,Plus,35,7,189,57.94,0.37,0,2,0.204,3.4,154.12,0
KL100561,DE,Organic,Basic,9,1,183,30.43,0.38,0,1,0.493,4.0,11.56,1
KL100562,CH,Social,Basic,3,0,214,29.63,0.253,1,0,0.227,4.0,11.26,1
KL100563,AT,Organic,Plus,31,5,170,32.95,0.081,0,1,0.381,4.0,62.6,1
KL100564,AT,Paid Search,Premium,12,4,163,69.65,0.165,0,1,0.444,4.5,105.87,0
KL100565,AT,Paid Search,Plus,10,0,183,46.61,0.627,4,3,0.367,2.7,17.71,1
KL100566,CH,Referral,Basic,18,4,186,20.42,0.31,2,0,0.175,4.4,31.04,0
KL100567,DE,Paid Search,Plus,2,5,147,42.32,0.106,0,0,0.79,4.8,80.41,1
KL100568,DE,Social,Premium,2,3,175,77.24,0.175,0,0,0.443,4.1,88.05,1
KL100569,DE,Social,Basic,15,1,242,30.09,0.485,1,1,0.101,3.8,11.43,1
KL100570,DE,Paid Search,Plus,26,8,131,48.8,0.237,2,0,0.467,4.2,148.35,0
KL100571,CH,Referral,Plus,2,2,220,39.29,0.347,0,0,0.374,4.1,29.86,1
KL100572,DE,Social,Plus,6,4,222,27.96,0.207,0,1,0.253,3.7,42.5,1
KL100573,CH,Paid Search,Basic,40,3,192,31.85,0.497,3,0,0.242,5.0,36.31,0
